Country,Year,Product,Value,total emissions CO2 (KgCo2),Energy Type,consumption (GWh),iso_alpha
Bulgaria,2023,Oil and Petroleum Products,18.9386,13635.792,Oil and Petroleum Products,59203.373,BGR
Bulgaria,2023,Natural Gas,218.3902,107011.198,Natural Gas,25259.998,BGR
Bulgaria,2023,Combustible Renewables,118.3463,27219.649,,,
Bulgaria,2023,Solar,170.1392,8166.6816,Solar,8909.265,BGR
Bulgaria,2023,Not Specified,1.8883,,,,
Bulgaria,2023,Wind,174.0976,2002.1224,Wind,4114.562,BGR
China,2023,Nuclear,35779.4223,429353.06759999995,Nuclear,1083629.2000000002,CHN
China,2023,Nuclear,35779.4223,429353.06759999995,Nuclear,0.0,CHN
China,2023,Hydro,83797.079,2011129.896,Hydro,3184721.7,CHN
China,2023,Hydro,83797.079,2011129.896,Hydro,0.0,CHN
China,2023,Coal-Peat and Manufactured Gases,544125.5397,446182942.554,Coal-Peat and Manufactured Gases,25538520.0,CHN
China,2023,Coal-Peat and Manufactured Gases,544125.5397,446182942.554,Coal-Peat and Manufactured Gases,40805.275,CHN
China,2023,Oil and Petroleum Products,858.8293,618357.096,Oil and Petroleum Products,9090510.0,CHN
China,2023,Oil and Petroleum Products,858.8293,618357.096,Oil and Petroleum Products,159319.78,CHN
China,2023,Natural Gas,26266.505,12870587.45,Natural Gas,4048381.0,CHN
China,2023,Natural Gas,26266.505,12870587.45,Natural Gas,48467.799999999996,CHN
China,2023,Combustible Renewables,17897.8143,4116497.2889999994,,,
China,2023,Geothermal,14.6775,557.745,,,
China,2023,Other Combustible Non-Renewables,702.6886,576204.652,,,
China,2023,Solar,40182.1292,1928742.2016,Solar,1517424.2,CHN
China,2023,Solar,40182.1292,1928742.2016,Solar,626.8386,CHN
China,2023,Other Renewables,1.4737,35.3688,Other Renewables,632368.6,CHN
China,2023,Other Renewables,1.4737,35.3688,Other Renewables,385.92333,CHN
China,2023,Wind,91826.1724,1056000.9826,Wind,2301190.7,CHN
China,2023,Wind,91826.1724,1056000.9826,Wind,2.1531803,CHN
Croatia,2023,Hydro,887.5482,21301.156799999997,Hydro,21224.401,HRV
Croatia,2023,Coal-Peat and Manufactured Gases,35.6566,29238.411999999997,Coal-Peat and Manufactured Gases,3906.7569999999996,HRV
Croatia,2023,Oil and Petroleum Products,3.3374,2402.928,Oil and Petroleum Products,40320.712999999996,HRV
Croatia,2023,Natural Gas,265.9184,130300.01600000002,Natural Gas,25001.436,HRV
Croatia,2023,Combustible Renewables,82.7664,19036.272,,,
Croatia,2023,Solar,29.41,1411.68,Solar,979.1427,HRV
Croatia,2023,Wind,225.3953,2592.0459499999997,Wind,6103.0855,HRV
Cyprus,2023,Oil and Petroleum Products,309.5363,222866.136,Oil and Petroleum Products,28683.737,CYP
Cyprus,2023,Combustible Renewables,4.9027,1127.621,,,
Cyprus,2023,Solar,50.7835,2437.608,Solar,2145.4058,CYP
Cyprus,2023,Wind,14.9968,172.4632,Wind,541.5525,CYP
India,2023,Nuclear,4020.2014,48242.4168,Nuclear,120159.47,IND
India,2023,Hydro,6707.2924,160975.0176,Hydro,387486.10000000003,IND
India,2023,Coal-Peat and Manufactured Gases,106167.3942,87057263.244,Coal-Peat and Manufactured Gases,6105902.0,IND
India,2023,Oil and Petroleum Products,385.6292,277653.024,Oil and Petroleum Products,2936974.4,IND
India,2023,Natural Gas,4464.2981,2187506.069,Natural Gas,626103.1000000001,IND
India,2023,Combustible Renewables,5622.8015,1293244.345,,,
India,2023,Other Combustible Non-Renewables,144.7171,118668.02199999998,,,
India,2023,Solar,8735.8942,419322.9216,Solar,294599.10000000003,IND
India,2023,Wind,5689.1901,65425.68615,Wind,213284.63999999998,IND
North Macedonia,2023,Hydro,167.5559,4021.3416,Hydro,4215.8313,MKD
North Macedonia,2023,Coal-Peat and Manufactured Gases,231.6355,189941.11,Coal-Peat and Manufactured Gases,10302.485,MKD
North Macedonia,2023,Oil and Petroleum Products,24.5922,17706.384,Oil and Petroleum Products,14063.801,MKD
North Macedonia,2023,Natural Gas,70.4428,34516.972,Natural Gas,3528.7259999999997,MKD
North Macedonia,2023,Combustible Renewables,5.95,1368.5,,,
North Macedonia,2023,Solar,49.1932,2361.2736,Solar,798.6952,MKD
North Macedonia,2023,Wind,16.626,191.199,Wind,409.5136,MKD
Romania,2023,Nuclear,943.5601,11322.721200000002,Nuclear,27895.872,ROU
Romania,2023,Hydro,1498.7955,35971.092,Hydro,47375.19,ROU
Romania,2023,Coal-Peat and Manufactured Gases,576.1192,472417.744,Coal-Peat and Manufactured Gases,31723.892,ROU
Romania,2023,Oil and Petroleum Products,68.2399,49132.72800000001,Oil and Petroleum Products,126519.83,ROU
Romania,2023,Natural Gas,961.4153,471093.497,Natural Gas,90859.91,ROU
Romania,2023,Combustible Renewables,19.5769,4502.687,,,
Romania,2023,Solar,63.5205,3048.984,Solar,4838.177,ROU
Romania,2023,Wind,689.8826,7933.6499,Wind,19807.17,ROU
Serbia,2023,Hydro,1515.4345,36370.428,Hydro,,SRB
Serbia,2023,Coal-Peat and Manufactured Gases,1937.2339,1588531.798,Coal-Peat and Manufactured Gases,,SRB
Serbia,2023,Oil and Petroleum Products,0.8355,601.56,Oil and Petroleum Products,,SRB
Serbia,2023,Natural Gas,205.8603,100871.547,Natural Gas,,SRB
Serbia,2023,Combustible Renewables,21.6941,4989.643,,,
Serbia,2023,Other Combustible Non-Renewables,0.4717,386.794,,,
Serbia,2023,Solar,2.9108,139.7184,Solar,,SRB
Serbia,2023,Wind,115.9789,1333.7573499999999,Wind,,SRB
Australia,2023,Hydro,1155.5642,27733.540800000002,Hydro,39643.35,AUS
Australia,2023,Coal-Peat and Manufactured Gases,8945.6836,7335460.552,Coal-Peat and Manufactured Gases,419011.19999999995,AUS
Australia,2023,Oil and Petroleum Products,296.7732,213676.70399999997,Oil and Petroleum Products,601653.6,AUS
Australia,2023,Natural Gas,3135.7312,1536508.288,Natural Gas,401215.03,AUS
Australia,2023,Combustible Renewables,239.9771,55194.733,,,
Australia,2023,Solar,4666.3343,223984.04640000005,Solar,116880.1,AUS
Australia,2023,Wind,2346.9432,26989.8468,Wind,82782.06,AUS
Austria,2023,Hydro,3847.7599,92346.2376,Hydro,100933.86,AUT
Austria,2023,Coal-Peat and Manufactured Gases,154.2112,126453.184,Coal-Peat and Manufactured Gases,26736.968999999997,AUT
Austria,2023,Oil and Petroleum Products,62.7623,45188.856,Oil and Petroleum Products,135028.12,AUT
Austria,2023,Natural Gas,815.8941,399788.109,Natural Gas,68812.78,AUT
Austria,2023,Combustible Renewables,415.3368,95527.464,,,
Austria,2023,Geothermal,0.0002,0.007600000000000001,,,
Austria,2023,Other Combustible Non-Renewables,65.8256,53976.99199999999,,,
Austria,2023,Solar,130.9902,6287.5296,Solar,13414.42,AUT
Austria,2023,Not Specified,1.3659,,,,
Austria,2023,Wind,900.2476,10352.8474,Wind,20878.862,AUT
Belgium,2023,Nuclear,2835.0286,34020.3432,Nuclear,82079.88,BEL
Belgium,2023,Hydro,162.0238,3888.5712,Hydro,1018.9964,BEL
Belgium,2023,Coal-Peat and Manufactured Gases,1.292,1059.44,Coal-Peat and Manufactured Gases,27394.54,BEL
Belgium,2023,Oil and Petroleum Products,8.1318,5854.896,Oil and Petroleum Products,315108.12,BEL
Belgium,2023,Natural Gas,1164.5195,570614.555,Natural Gas,137061.37000000002,BEL
Belgium,2023,Combustible Renewables,249.2391,57324.993,,,
Belgium,2023,Other Combustible Non-Renewables,86.3021,70767.722,,,
Belgium,2023,Solar,198.406,9523.488,Solar,19037.664,BEL
Belgium,2023,Not Specified,21.4244,,,,
Belgium,2023,Wind,1894.5501,21787.326149999997,Wind,40722.084,BEL
Canada,2023,Nuclear,6882.0377,82584.4524,Nuclear,221892.16999999998,CAN
Canada,2023,Hydro,29727.3768,713457.0432,Hydro,946059.3,CAN
Canada,2023,Coal-Peat and Manufactured Gases,2288.5402,1876602.964,Coal-Peat and Manufactured Gases,102974.44,CAN
Canada,2023,Oil and Petroleum Products,467.8906,336881.232,Oil and Petroleum Products,1208832.5,CAN
Canada,2023,Natural Gas,7194.3731,3525242.819,Natural Gas,1207272.3,CAN
Canada,2023,Combustible Renewables,789.8432,181663.936,,,
Canada,2023,Other Combustible Non-Renewables,11.3333,9293.306,,,
Canada,2023,Solar,352.823,16935.504,Solar,19850.298,CAN
Canada,2023,Not Specified,34.9167,,,,
Canada,2023,Wind,4357.826,50114.999,Wind,101143.326,CAN
Chile,2023,Hydro,2702.6634,64863.9216,Hydro,62421.157999999996,CHL
Chile,2023,Coal-Peat and Manufactured Gases,976.1252,800422.664,Coal-Peat and Manufactured Gases,48780.945,CHL
Chile,2023,Oil and Petroleum Products,41.7121,30032.712,Oil and Petroleum Products,231238.78,CHL
Chile,2023,Natural Gas,496.5163,243292.987,Natural Gas,70144.63,CHL
Chile,2023,Combustible Renewables,351.0165,80733.795,,,
Chile,2023,Geothermal,41.8608,1590.7104,,,
Chile,2023,Solar,1580.6851,75872.8848,Solar,47219.517,CHL
Chile,2023,Wind,851.7373,9794.978949999999,Wind,25329.07,CHL
Colombia,2023,Hydro,4731.6751,113560.20240000001,Hydro,155429.86,COL
Colombia,2023,Coal-Peat and Manufactured Gases,900.0751,738061.582,Coal-Peat and Manufactured Gases,43354.015,COL
Colombia,2023,Oil and Petroleum Products,402.5141,289810.152,Oil and Petroleum Products,271426.48000000004,COL
Colombia,2023,Natural Gas,1317.8115,645727.635,Natural Gas,130544.36999999998,COL
Colombia,2023,Combustible Renewables,189.4162,43565.726,,,
Colombia,2023,Solar,103.6941,4977.3168000000005,Solar,3116.7786,COL
Czech Republic,2023,Nuclear,2513.4365,30161.237999999998,Nuclear,75804.344,CZE
Czech Republic,2023,Hydro,284.7365,6833.6759999999995,Hydro,6086.3137,CZE
Czech Republic,2023,Coal-Peat and Manufactured Gases,2719.9859,2230388.438,Coal-Peat and Manufactured Gases,130782.27,CZE
Czech Republic,2023,Oil and Petroleum Products,7.7026,5545.872,Oil and Petroleum Products,116006.87999999999,CZE
Czech Republic,2023,Natural Gas,259.7781,127291.269,Natural Gas,66975.0,CZE
Czech Republic,2023,Combustible Renewables,396.6161,91221.703,,,
Czech Republic,2023,Other Combustible Non-Renewables,9.2144,7555.808,,,
Czech Republic,2023,Solar,76.0118,3648.5663999999997,Solar,5694.247200000001,CZE
Czech Republic,2023,Not Specified,10.1485,,,,
Czech Republic,2023,Wind,78.8917,907.25455,Wind,1822.0283,CZE
Denmark,2023,Hydro,2.4933,59.839200000000005,Hydro,51.135,DNK
Denmark,2023,Coal-Peat and Manufactured Gases,258.6928,212128.09599999996,Coal-Peat and Manufactured Gases,8091.201999999999,DNK
Denmark,2023,Oil and Petroleum Products,29.3006,21096.432,Oil and Petroleum Products,87572.845,DNK
Denmark,2023,Natural Gas,91.1309,44654.141,Natural Gas,16302.510000000002,DNK
Denmark,2023,Combustible Renewables,582.2242,133911.566,,,
Denmark,2023,Other Combustible Non-Renewables,57.175,46883.5,,,
Denmark,2023,Solar,55.1619,2647.7712,Solar,9032.389000000001,DNK
Denmark,2023,Wind,1686.2355,19391.70825,Wind,50381.268,DNK
Estonia,2023,Hydro,3.3057,79.3368,Hydro,69.00278,EST
Estonia,2023,Coal-Peat and Manufactured Gases,270.8682,222111.924,Coal-Peat and Manufactured Gases,27524.136,EST
Estonia,2023,Oil and Petroleum Products,1.5807,1138.104,Oil and Petroleum Products,15673.047999999999,EST
Estonia,2023,Natural Gas,2.562,1255.38,Natural Gas,3698.8437,EST
Estonia,2023,Combustible Renewables,72.0958,16582.034,,,
Estonia,2023,Other Combustible Non-Renewables,4.3712,3584.384,,,
Estonia,2023,Solar,7.2011,345.6528,Solar,1901.2327,EST
Estonia,2023,Wind,48.0864,552.9936,Wind,1807.4071000000001,EST
Finland,2023,Nuclear,2958.6851,35504.2212,Nuclear,85363.815,FIN
Finland,2023,Hydro,1387.206,33292.943999999996,Hydro,39413.803,FIN
Finland,2023,Coal-Peat and Manufactured Gases,377.0826,309207.732,Coal-Peat and Manufactured Gases,24578.888,FIN
Finland,2023,Oil and Petroleum Products,30.9321,22271.112,Oil and Petroleum Products,90904.52,FIN
Finland,2023,Natural Gas,61.1981,29987.069,Natural Gas,11944.166,FIN
Finland,2023,Combustible Renewables,1079.0138,248173.174,,,
Finland,2023,Other Combustible Non-Renewables,41.4521,33990.722,,,
Finland,2023,Solar,6.1786,296.5728,Solar,1728.0446,FIN
Finland,2023,Not Specified,21.25,,,,
Finland,2023,Wind,1325.6774,15245.2901,Wind,39059.17,FIN
France,2023,Nuclear,27610.8082,331329.6984,Nuclear,843038.8,FRA
France,2023,Hydro,6793.0793,163033.90320000003,Hydro,144228.49,FRA
France,2023,Coal-Peat and Manufactured Gases,231.2969,189663.458,Coal-Peat and Manufactured Gases,49382.54,FRA
France,2023,Oil and Petroleum Products,463.3621,333620.712,Oil and Petroleum Products,767882.1000000001,FRA
France,2023,Natural Gas,2975.6997,1458092.853,Natural Gas,338641.63,FRA
France,2023,Combustible Renewables,738.0369,169748.487,,,
France,2023,Geothermal,8.5282,324.0716,,,
France,2023,Other Combustible Non-Renewables,177.2487,145343.934,,,
France,2023,Solar,963.6349,46254.4752,Solar,57791.82,FRA
France,2023,Other Renewables,40.3725,968.94,Other Renewables,30977.734,FRA
France,2023,Not Specified,43.5589,,,,
France,2023,Wind,6326.4305,72753.95075,Wind,135887.12000000002,FRA
Germany,2023,Hydro,2302.848,55268.352,Hydro,51015.479999999996,DEU
Germany,2023,Coal-Peat and Manufactured Gases,11639.5081,9544396.642,Coal-Peat and Manufactured Gases,507222.2,DEU
Germany,2023,Oil and Petroleum Products,418.5296,301341.312,Oil and Petroleum Products,1114515.7,DEU
Germany,2023,Natural Gas,7415.2672,3633480.928,Natural Gas,756638.1,DEU
Germany,2023,Combustible Renewables,3812.3825,876847.975,,,
Germany,2023,Geothermal,11.9078,452.49640000000005,,,
Germany,2023,Other Combustible Non-Renewables,484.3198,397142.236,,,
Germany,2023,Solar,1516.022,72769.056,Solar,159018.46,DEU
Germany,2023,Not Specified,186.8579,,,,
Germany,2023,Wind,16295.0853,187393.48095000003,Wind,369135.53,DEU
Greece,2023,Hydro,291.6977,7000.7447999999995,Hydro,10253.274,GRC
Greece,2023,Coal-Peat and Manufactured Gases,375.5013,307911.066,Coal-Peat and Manufactured Gases,13223.168,GRC
Greece,2023,Oil and Petroleum Products,262.4846,188988.912,Oil and Petroleum Products,172079.90000000002,GRC
Greece,2023,Natural Gas,992.8442,486493.658,Natural Gas,53822.0,GRC
Greece,2023,Combustible Renewables,59.8589,13767.547,,,
Greece,2023,Other Combustible Non-Renewables,4.4341,3635.962,,,
Greece,2023,Solar,524.3973,25171.070399999997,Solar,22078.852000000003,GRC
Greece,2023,Wind,1166.4325,13413.973749999997,Wind,28609.932,GRC
Hungary,2023,Nuclear,1227.7528,14733.033599999999,Nuclear,39678.46,HUN
Hungary,2023,Hydro,17.6923,424.6152,Hydro,576.45494,HUN
Hungary,2023,Coal-Peat and Manufactured Gases,215.9509,177079.738,Coal-Peat and Manufactured Gases,10096.608,HUN
Hungary,2023,Oil and Petroleum Products,2.8446,2048.1119999999996,Oil and Petroleum Products,93541.98,HUN
Hungary,2023,Natural Gas,684.7999,335551.951,Natural Gas,81848.335,HUN
Hungary,2023,Combustible Renewables,132.8895,30564.585,,,
Hungary,2023,Other Combustible Non-Renewables,23.5502,19311.164,,,
Hungary,2023,Geothermal,0.5316,20.2008,,,
Hungary,2023,Solar,304.9492,14637.5616,Solar,16979.935,HUN
Hungary,2023,Not Specified,5.78,,,,
Hungary,2023,Wind,74.3988,855.5862,Wind,1673.7595000000001,HUN
Iceland,2023,Hydro,1132.0792,27169.900799999996,Hydro,36940.968,ISL
Iceland,2023,Oil and Petroleum Products,0.1028,74.016,Oil and Petroleum Products,9735.639000000001,ISL
Iceland,2023,Geothermal,471.0311,17899.181800000002,,,
Iceland,2023,Wind,1.156,13.293999999999999,Wind,18.774777999999998,ISL
Ireland,2023,Hydro,142.5761,3421.8264,Hydro,2425.5102,IRL
Ireland,2023,Coal-Peat and Manufactured Gases,105.9353,86866.946,Coal-Peat and Manufactured Gases,7549.0894,IRL
Ireland,2023,Oil and Petroleum Products,15.4601,11131.272,Oil and Petroleum Products,84667.24,IRL
Ireland,2023,Natural Gas,1167.0645,571861.605,Natural Gas,48234.352,IRL
Ireland,2023,Combustible Renewables,74.7442,17191.166,,,
Ireland,2023,Other Combustible Non-Renewables,20.5333,16837.306,,,
Ireland,2023,Solar,4.228,202.944,Solar,1078.4339,IRL
Ireland,2023,Wind,1135.4728,13057.937199999998,Wind,30103.886,IRL
Italy,2023,Hydro,4278.609,102686.61600000001,Hydro,101109.9,ITA
Italy,2023,Coal-Peat and Manufactured Gases,1364.9724,1119277.368,Coal-Peat and Manufactured Gases,60217.636,ITA
Italy,2023,Oil and Petroleum Products,725.5813,522418.5360000001,Oil and Petroleum Products,686873.96,ITA
Italy,2023,Natural Gas,7979.3635,3909888.115,Natural Gas,585976.4,ITA
Italy,2023,Combustible Renewables,910.7748,209478.204,,,
Italy,2023,Geothermal,444.4358,16888.5604,,,
Italy,2023,Other Combustible Non-Renewables,135.1619,110832.758,,,
Italy,2023,Solar,1540.7935,73958.088,Solar,81118.21999999999,ITA
Italy,2023,Not Specified,52.0293,,,,
Italy,2023,Wind,2960.1715,34041.97225,Wind,61123.966,ITA
Japan,2023,Nuclear,6481.3633,77776.3596,Nuclear,193086.49,JPN
Japan,2023,Hydro,4410.3384,105848.1216,Hydro,193524.08,JPN
Japan,2023,Coal-Peat and Manufactured Gases,22196.2886,18200956.652,Coal-Peat and Manufactured Gases,1260110.5,JPN
Japan,2023,Oil and Petroleum Products,1430.6177,1030044.744,Oil and Petroleum Products,1848599.4000000001,JPN
Japan,2023,Natural Gas,25035.8259,12267554.691,Natural Gas,924207.9,JPN
Japan,2023,Combustible Renewables,3076.7217,707645.991,,,
Japan,2023,Other Combustible Non-Renewables,1734.9719,1422676.958,,,
Japan,2023,Geothermal,252.2935,9587.153,,,
Japan,2023,Solar,7136.1785,342536.568,Solar,251956.68,JPN
Japan,2023,Not Specified,1345.723,,,,
Japan,2023,Wind,1139.96,13109.54,Wind,25999.97,JPN
Korea,2023,Nuclear,15029.9315,180359.178,Nuclear,449918.7,KOR
Korea,2023,Hydro,558.0528,13393.2672,Hydro,9654.01,KOR
Korea,2023,Coal-Peat and Manufactured Gases,14653.9014,12016199.148,Coal-Peat and Manufactured Gases,748348.63,KOR
Korea,2023,Oil and Petroleum Products,267.2785,192440.52,Oil and Petroleum Products,1489859.0999999999,KOR
Korea,2023,Natural Gas,11611.942,5689851.58,Natural Gas,600747.1000000001,KOR
Korea,2023,Combustible Renewables,976.5173,224598.979,,,
Korea,2023,Other Combustible Non-Renewables,116.0295,95144.19,,,
Korea,2023,Solar,2338.0252,112225.2096,Solar,76289.62,KOR
Korea,2023,Other Renewables,51.7766,1242.6384,Other Renewables,61439.083,KOR
Korea,2023,Not Specified,294.6978,,,,
Korea,2023,Wind,458.7717,5275.8745499999995,Wind,8805.545,KOR
Latvia,2023,Hydro,261.6849,6280.4376,Hydro,9870.765000000001,LVA
Latvia,2023,Natural Gas,159.9844,78392.356,Natural Gas,7671.125,LVA
Latvia,2023,Combustible Renewables,47.5513,10936.799,,,
Latvia,2023,Solar,0.618,29.664,Solar,122.09,LVA
Latvia,2023,Wind,17.845,205.2175,Wind,694.2436,LVA
Lithuania,2023,Hydro,81.0518,1945.2432,Hydro,1169.6825,LTU
Lithuania,2023,Oil and Petroleum Products,12.2665,8831.88,Oil and Petroleum Products,37773.342,LTU
Lithuania,2023,Natural Gas,48.5205,23775.045,Natural Gas,15655.23,LTU
Lithuania,2023,Combustible Renewables,37.686,8667.78,,,
Lithuania,2023,Other Combustible Non-Renewables,23.7753,19495.746,,,
Lithuania,2023,Solar,5.8927,282.84959999999995,Solar,930.9261,LTU
Lithuania,2023,Not Specified,0.0199,,,,
Lithuania,2023,Wind,223.0092,2564.6058,Wind,6512.248,LTU
Luxembourg,2023,Hydro,113.4489,2722.7736,Hydro,234.65222,LUX
Luxembourg,2023,Natural Gas,8.7548,4289.852,Natural Gas,5734.5705,LUX
Luxembourg,2023,Combustible Renewables,14.6547,3370.581,,,
Luxembourg,2023,Other Combustible Non-Renewables,0.0,0.0,,,
Luxembourg,2023,Solar,7.5304,361.4592,Solar,784.15495,LUX
Luxembourg,2023,Wind,58.5263,673.0524499999999,Wind,1207.5703,LUX
Mexico,2023,Nuclear,842.4524,10109.428800000002,Nuclear,30874.949,MEX
Mexico,2023,Hydro,1072.5528,25741.2672,Hydro,52990.818,MEX
Mexico,2023,Coal-Peat and Manufactured Gases,1532.1875,1256393.75,Coal-Peat and Manufactured Gases,73321.87999999999,MEX
Mexico,2023,Oil and Petroleum Products,1708.1881,1229895.432,Oil and Petroleum Products,1065958.1,MEX
Mexico,2023,Natural Gas,15858.1313,7770484.337,Natural Gas,975727.4,MEX
Mexico,2023,Combustible Renewables,126.5357,29103.211,,,
Mexico,2023,Geothermal,289.1982,10989.5316,,,
Mexico,2023,Other Combustible Non-Renewables,15.3299,12570.518,,,
Mexico,2023,Solar,1104.5666,53019.196800000005,Solar,70509.25,MEX
Mexico,2023,Not Specified,1241.6045,,,,
Mexico,2023,Wind,1785.3326,20531.3249,Wind,56241.932,MEX
Netherlands,2023,Nuclear,347.884,4174.608,Nuclear,9930.757,NLD
Netherlands,2023,Hydro,2.7051,64.9224,Hydro,176.6411,NLD
Netherlands,2023,Coal-Peat and Manufactured Gases,1059.6906,868946.2919999999,Coal-Peat and Manufactured Gases,43991.41,NLD
Netherlands,2023,Oil and Petroleum Products,116.8566,84136.752,Oil and Petroleum Products,473084.60000000003,NLD
Netherlands,2023,Natural Gas,3107.319,1522586.31,Natural Gas,257722.23,NLD
Netherlands,2023,Combustible Renewables,645.7838,148530.274,,,
Netherlands,2023,Other Combustible Non-Renewables,124.3793,101991.026,,,
Netherlands,2023,Solar,461.5452,22154.1696,Solar,55000.298,NLD
Netherlands,2023,Not Specified,46.4375,,,,
Netherlands,2023,Wind,3623.6545,41672.02675,Wind,75033.46,NLD
New Zealand,2023,Hydro,2135.1874,51244.497599999995,Hydro,68860.14,NZL
New Zealand,2023,Coal-Peat and Manufactured Gases,189.6378,155502.996,Coal-Peat and Manufactured Gases,11389.625,NZL
New Zealand,2023,Oil and Petroleum Products,0.0537,38.664,Oil and Petroleum Products,88615.39,NZL
New Zealand,2023,Natural Gas,127.2563,62355.587,Natural Gas,38054.76,NZL
New Zealand,2023,Combustible Renewables,10.1788,2341.124,,,
New Zealand,2023,Geothermal,629.6704,23927.4752,,,
New Zealand,2023,Solar,34.3683,1649.6784,Solar,976.44913,NZL
New Zealand,2023,Not Specified,3.3096,,,,
New Zealand,2023,Wind,328.8342,3781.5933000000005,Wind,8386.54,NZL
Norway,2023,Hydro,12717.5975,305222.34,Hydro,353476.32,NOR
